Time,Volt
1.4759709e-01,1.36000e-01,
1.4759709e-01,-2.80001e-02,
1.4759709e-01,-1.52000e-01,
1.4759709e-01,-1.68000e-01,
1.4759709e-01,-4.80000e-02,
1.4759709e-01,1.12000e-01,
1.4759709e-01,1.96000e-01,
1.4759709e-01,1.28000e-01,
1.4759709e-01,-2.40000e-02,
1.4759709e-01,-1.52000e-01,
1.4759709e-01,-1.76000e-01,
1.4759709e-01,-6.00001e-02,
1.4759709e-01,1.08000e-01,
1.4759709e-01,1.96000e-01,
1.4759709e-01,1.24000e-01,
1.4759709e-01,-3.20001e-02,
1.4759709e-01,-1.60000e-01,
1.4759709e-01,-1.80000e-01,
1.4759709e-01,-6.40001e-02,
1.4759709e-01,1.04000e-01,
